,D,DevE2R,DevR2E,DevtE2R,DevtR2E,HitRate_0.5F,HitRate_0.5P,HitRate_0.5R,HitRate_3F,HitRate_3P,HitRate_3R,HitRate_t0.5F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t3F,HitRate_t3P,HitRate_t3R,ds_name,track_id
601,0.5295766780147033,2.216121819435004,0.6784019583500012,2.216121819435004,1.0072709303999972,0.23076923076923075,0.1875,0.3,0.6923076923076923,0.5625,0.9,0.18181818181818182,0.14285714285714285,0.25,0.7272727272727273,0.5714285714285714,1.0,SALAMI,SALAMI_682
602,0.5370888344748731,1.187120979999989,0.4310202780999992,1.99111114375,1.1711588581999948,0.3225806451612903,0.29411764705882354,0.35714285714285715,0.6451612903225806,0.5882352941176471,0.7142857142857143,0.22222222222222224,0.2,0.25,0.5925925925925926,0.5333333333333333,0.6666666666666666,SALAMI,SALAMI_684
603,0.48291970469828316,2.8096030359999986,4.772702500949993,2.9257203680000146,5.864037050449998,0.1142857142857143,0.13333333333333333,0.1,0.5142857142857143,0.6,0.45,0.0,0.0,0.0,0.45161290322580644,0.5384615384615384,0.3888888888888889,SALAMI,SALAMI_686
604,0.5357938279961953,1.4717497359999925,1.4717497359999925,1.59637188449,2.474339014999998,0.3571428571428571,0.38461538461538464,0.3333333333333333,0.6428571428571429,0.6923076923076923,0.6,0.24999999999999994,0.2727272727272727,0.23076923076923078,0.5833333333333334,0.6363636363636364,0.5384615384615384,SALAMI,SALAMI_688
605,0.5832766800551464,2.4076640644499925,0.7655085039000014,2.653116576499997,2.23036257279999,0.23529411764705882,0.2,0.2857142857142857,0.8235294117647058,0.7,1.0,0.0,0.0,0.0,0.7692307692307693,0.625,1.0,SALAMI,SALAMI_690
606,0.49821512321568356,1.7975442752450046,1.356791920500008,2.1190965410000047,1.7975442752450046,0.26666666666666666,0.25,0.2857142857142857,0.7333333333333334,0.6875,0.7857142857142857,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.6923076923076924,0.6428571428571429,0.75,SALAMI,SALAMI_692
607,0.5999868966455678,2.2325613807000018,0.16834467154649246,2.775737613100002,2.6307481694,0.43478260869565216,0.4166666666666667,0.45454545454545453,0.6956521739130435,0.6666666666666666,0.7272727272727273,0.3157894736842105,0.3,0.3333333333333333,0.631578947368421,0.6,0.6666666666666666,SALAMI,SALAMI_694
608,0.526621508527671,1.4175061726999996,0.7053283470000054,1.5876643291,1.3963727260499992,0.2962962962962963,0.26666666666666666,0.3333333333333333,0.7407407407407408,0.6666666666666666,0.8333333333333334,0.17391304347826086,0.15384615384615385,0.2,0.6956521739130435,0.6153846153846154,0.8,SALAMI,SALAMI_696
609,0.5550932463340537,0.6636271561000022,0.6418757990000188,0.6648978100500038,0.6646934191999989,0.29629629629629634,0.2857142857142857,0.3076923076923077,0.8148148148148148,0.7857142857142857,0.8461538461538461,0.17391304347826086,0.16666666666666666,0.18181818181818182,0.7826086956521738,0.75,0.8181818181818182,SALAMI,SALAMI_698
610,0.32125714739643013,50.154462415,0.7273887411500013,51.56599882800003,0.913341851279958,0.07017543859649122,0.04081632653061224,0.25,0.21052631578947364,0.12244897959183673,0.75,0.0,0.0,0.0,0.1509433962264151,0.0851063829787234,0.6666666666666666,SALAMI,SALAMI_70
611,0.5502800083248099,2.9189368959,2.0916588635549993,2.9636975346499987,2.8192200447050006,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.6923076923076924,0.6428571428571429,0.75,0.0,0.0,0.0,0.6363636363636365,0.5833333333333334,0.7,SALAMI,SALAMI_700
612,0.6083659238943623,2.3222324614749974,1.503427188600007,3.772416262574999,2.508366372224997,0.33333333333333326,0.3,0.375,0.5555555555555556,0.5,0.625,0.14285714285714288,0.125,0.16666666666666666,0.42857142857142855,0.375,0.5,SALAMI,SALAMI_702
613,0.5098953459681937,2.3254195014262677,1.4726495884999906,3.7446737820000067,2.18668940405,0.14814814814814814,0.13333333333333333,0.16666666666666666,0.5925925925925926,0.5333333333333333,0.6666666666666666,0.08695652173913043,0.07692307692307693,0.1,0.5217391304347826,0.46153846153846156,0.6,SALAMI,SALAMI_704
614,0.46094764477439354,10.171884654999985,2.219370460999997,12.024079658999995,3.06503384394,0.11764705882352941,0.09523809523809523,0.15384615384615385,0.41176470588235287,0.3333333333333333,0.5384615384615384,0.0,0.0,0.0,0.3333333333333333,0.2631578947368421,0.45454545454545453,SALAMI,SALAMI_706
615,0.5357938279961953,9.756190165199996,6.821259903999987,10.385515018000007,9.756190165199996,0.09090909090909093,0.07692307692307693,0.1111111111111111,0.27272727272727276,0.23076923076923078,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.09090909090909091,0.14285714285714285,SALAMI,SALAMI_708
616,0.7491075616078418,0.935510216993651,0.12099773229365096,2.0209072171849995,2.0209072171849995,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,SALAMI,SALAMI_710
617,0.7087228992512257,1.5092970315899998,0.2989569160102056,2.3800444505000016,1.9446707410450008,0.4444444444444445,0.4,0.5,0.888888888888889,0.8,1.0,0.0,0.0,0.0,0.8,0.6666666666666666,1.0,SALAMI,SALAMI_712
618,0.7491075616078418,0.8388208367432304,0.09287981857823036,2.507755075264999,2.507755075264999,0.5,0.5,0.5,0.75,0.75,0.75,0.0,0.0,0.0,0.5,0.5,0.5,SALAMI,SALAMI_714
619,0.7491075616078418,1.0802720873887535,0.01632653,7.501133458589999,1.9805895256800001,0.5714285714285715,0.5,0.6666666666666666,0.8571428571428571,0.75,1.0,0.0,0.0,0.0,0.6666666666666666,0.5,1.0,SALAMI,SALAMI_716
620,0.6478279390863703,4.260864032199997,0.4078004532403619,7.569704638949999,2.9199104904749986,0.36363636363636365,0.2857142857142857,0.5,0.5454545454545454,0.42857142857142855,0.75,0.0,0.0,0.0,0.28571428571428575,0.2,0.5,SALAMI,SALAMI_718
621,0.44900038580333834,18.99392974899999,2.8908846121999994,19.01713397399999,5.665666334200004,0.20689655172413796,0.14285714285714285,0.375,0.27586206896551724,0.19047619047619047,0.5,0.08,0.05263157894736842,0.16666666666666666,0.16,0.10526315789473684,0.3333333333333333,SALAMI,SALAMI_72
