,D,DevE2R,DevR2E,DevtE2R,DevtR2E,HitRate_0.5F,HitRate_0.5P,HitRate_0.5R,HitRate_3F,HitRate_3P,HitRate_3R,HitRate_t0.5F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t3F,HitRate_t3P,HitRate_t3R,ds_name,track_id
0,0.5252884596103458,1.0832437515499969,0.6933570862000025,1.8929247141050003,0.7343086241000094,0.25,0.2,0.3333333333333333,0.7499999999999999,0.6,1.0,0.14285714285714285,0.1111111111111111,0.2,0.7142857142857143,0.5555555555555556,1.0,Cerulean,Cerulean_50_Cent-Window_Shopper
1,0.3962900701188693,2.7342376710000025,1.7289764405000128,2.8474884034999945,1.899295044000013,0.19230769230769232,0.15625,0.25,0.6923076923076923,0.5625,0.9,0.125,0.1,0.16666666666666666,0.6666666666666667,0.5333333333333333,0.8888888888888888,Cerulean,"Cerulean_Academy_of_Ancient_Music,_Andrew_Manze_&_Rachel_"
2,0.4543529890866587,1.1804069518999967,1.0240959169999826,2.01487526894,1.1213153838999972,0.23255813953488372,0.21739130434782608,0.25,0.6046511627906976,0.5652173913043478,0.65,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.5641025641025642,0.5238095238095238,0.6111111111111112,Cerulean,Cerulean_Aerosmith-Janie's_Got_a_Gun
3,0.3493475497177149,3.0712170081500005,1.2881103520000465,4.123770141500017,1.9442596439999988,0.17391304347826086,0.13636363636363635,0.24,0.6376811594202899,0.5,0.88,0.12307692307692307,0.09523809523809523,0.17391304347826086,0.6153846153846153,0.47619047619047616,0.8695652173913043,Cerulean,Cerulean_Albert_King-Kansas_City
4,0.5767999962061026,0.5739700320000054,0.29455261200000393,0.9178253169999948,0.5283447265999968,0.4615384615384615,0.4,0.5454545454545454,0.846153846153846,0.7333333333333333,1.0,0.3636363636363637,0.3076923076923077,0.4444444444444444,0.8181818181818181,0.6923076923076923,1.0,Cerulean,Cerulean_Alice_Cooper-Be_My_Lover
5,0.5266215085276709,1.794740295400004,1.3697250365000002,3.941903686499998,1.5850532532000017,0.2962962962962963,0.26666666666666666,0.3333333333333333,0.5925925925925926,0.5333333333333333,0.6666666666666666,0.17391304347826086,0.15384615384615385,0.2,0.5217391304347826,0.46153846153846156,0.6,Cerulean,Cerulean_Alice_Cooper-Under_My_Wheels
6,0.502001619189632,1.9586379999999934,1.1023590088000006,1.9716491700000063,1.9586379999999934,0.27777777777777773,0.2631578947368421,0.29411764705882354,0.7222222222222222,0.6842105263157895,0.7647058823529411,0.18750000000000003,0.17647058823529413,0.2,0.6875,0.6470588235294118,0.7333333333333333,Cerulean,Cerulean_Alkaline_Trio-Help_Me
7,0.3705691121032482,5.462149048000015,0.6117385865000031,6.4602470395999845,0.9858612060000098,0.18518518518518517,0.13157894736842105,0.3125,0.4814814814814815,0.34210526315789475,0.8125,0.12,0.08333333333333333,0.21428571428571427,0.43999999999999995,0.3055555555555556,0.7857142857142857,Cerulean,Cerulean_Amy_Grant-Lead_Me_On
8,0.4296470271379746,4.588870740600004,0.398027038799988,6.321636199849998,0.76673431399999,0.3684210526315789,0.2692307692307692,0.5833333333333334,0.5789473684210527,0.4230769230769231,0.9166666666666666,0.29411764705882354,0.20833333333333334,0.5,0.5294117647058825,0.375,0.9,Cerulean,Cerulean_Andrea_Bocelli-Ave_Maria
9,0.39693550069421185,6.29239959705,0.5,6.796435356200009,1.054193115000004,0.25641025641025644,0.17857142857142858,0.45454545454545453,0.5128205128205129,0.35714285714285715,0.9090909090909091,0.17142857142857146,0.11538461538461539,0.3333333333333333,0.4571428571428572,0.3076923076923077,0.8888888888888888,Cerulean,Cerulean_Andrea_Bocelli-Marechiare
