,D,DevE2R,DevR2E,DevtE2R,DevtR2E,HitRate_0.5F,HitRate_0.5P,HitRate_0.5R,HitRate_3F,HitRate_3P,HitRate_3R,HitRate_t0.5F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t3F,HitRate_t3P,HitRate_t3R,ds_name,track_id
0,0.5502800083248099,15.008807647500007,14.929792638999999,18.977587258199996,15.087822656000014,0.1904761904761905,0.16666666666666666,0.2222222222222222,0.1904761904761905,0.16666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,SALAMI,SALAMI_10
1,0.6023448934339364,23.8287532111,0.5357709752040842,30.218209920999996,1.5189253289700053,0.30769230769230765,0.2222222222222222,0.5,0.6153846153846153,0.4444444444444444,1.0,0.0,0.0,0.0,0.4444444444444445,0.2857142857142857,1.0,SALAMI,SALAMI_100
2,0.5223817198902911,3.4088919542999996,7.1083783376500005,7.69719896700002,8.883791070700008,0.16666666666666666,0.2,0.14285714285714285,0.3333333333333333,0.4,0.2857142857142857,0.0,0.0,0.0,0.2,0.25,0.16666666666666666,SALAMI,SALAMI_1000
3,0.5582234968034566,1.8426839420000363,2.051273795000043,5.460034033399996,2.249411630800001,0.23999999999999996,0.21428571428571427,0.2727272727272727,0.56,0.5,0.6363636363636364,0.09523809523809525,0.08333333333333333,0.1111111111111111,0.4761904761904762,0.4166666666666667,0.5555555555555556,SALAMI,SALAMI_1002
4,0.4703750827786753,2.374299352999998,2.689135224499992,2.6623009159999924,2.741107871499999,0.18749999999999997,0.25,0.15,0.625,0.8333333333333334,0.5,0.07142857142857142,0.1,0.05555555555555555,0.5714285714285714,0.8,0.4444444444444444,SALAMI,SALAMI_1004
5,0.4671135540195007,1.8086168064,4.05013212099999,2.2518234020000136,4.813379084000005,0.19999999999999998,0.2727272727272727,0.15789473684210525,0.5333333333333333,0.7272727272727273,0.42105263157894735,0.07692307692307691,0.1111111111111111,0.058823529411764705,0.46153846153846156,0.6666666666666666,0.35294117647058826,SALAMI,SALAMI_1006
6,0.5502800083248099,9.718325616149997,1.4994809945000216,16.653749971150006,4.56966500350002,0.2,0.16666666666666666,0.25,0.5,0.4166666666666667,0.625,0.0,0.0,0.0,0.37499999999999994,0.3,0.5,SALAMI,SALAMI_1008
7,0.5403026083468738,0.6439684138500001,0.7908710823500016,0.6548725669999982,1.034317508400001,0.32,0.36363636363636365,0.2857142857142857,0.8,0.9090909090909091,0.7142857142857143,0.1904761904761905,0.2222222222222222,0.16666666666666666,0.761904761904762,0.8888888888888888,0.6666666666666666,SALAMI,SALAMI_1010
8,0.5098953459681937,4.396140808300004,3.9241709230000197,4.818638012000008,4.396140808300004,0.15384615384615383,0.18181818181818182,0.13333333333333333,0.30769230769230765,0.36363636363636365,0.26666666666666666,0.0,0.0,0.0,0.18181818181818185,0.2222222222222222,0.15384615384615385,SALAMI,SALAMI_1012
9,0.5502800083248099,3.250532807500001,2.0597064132450003,3.924983645000026,3.924983645000026,0.1818181818181818,0.2,0.16666666666666666,0.45454545454545453,0.5,0.4166666666666667,0.0,0.0,0.0,0.33333333333333326,0.375,0.3,SALAMI,SALAMI_1014
10,0.5098953459681937,2.435072019059997,1.7769251709999878,2.570568316560002,2.46342170812,0.12903225806451615,0.125,0.13333333333333333,0.6451612903225806,0.625,0.6666666666666666,0.0,0.0,0.0,0.5925925925925927,0.5714285714285714,0.6153846153846154,SALAMI,SALAMI_1016
11,0.5266215085276709,2.344807718800002,0.7068065005000012,3.000091478999991,2.2679363190199995,0.22222222222222224,0.2,0.25,0.5925925925925926,0.5333333333333333,0.6666666666666666,0.08695652173913043,0.07692307692307693,0.1,0.5217391304347826,0.46153846153846156,0.6,SALAMI,SALAMI_1018
12,0.5138959006151934,0.9316336276000001,3.297235578449998,1.7662584331,4.1194006620999986,0.32,0.4444444444444444,0.25,0.56,0.7777777777777778,0.4375,0.19047619047619047,0.2857142857142857,0.14285714285714285,0.4761904761904762,0.7142857142857143,0.35714285714285715,SALAMI,SALAMI_1020
13,0.5357938279961953,2.903401856900004,2.9157041499500096,4.081564643999997,3.504785543500006,0.16,0.15384615384615385,0.16666666666666666,0.5599999999999999,0.5384615384615384,0.5833333333333334,0.0,0.0,0.0,0.47619047619047616,0.45454545454545453,0.5,SALAMI,SALAMI_1022
14,0.502001619189632,1.0516216930963722,2.857446336999999,2.2271294885000046,4.730204749200002,0.37037037037037035,0.5,0.29411764705882354,0.5925925925925927,0.8,0.47058823529411764,0.26086956521739135,0.375,0.2,0.5217391304347827,0.75,0.4,SALAMI,SALAMI_1024
15,0.5138959006151934,4.684645609500009,3.914374771999988,5.1878959080500024,4.35939272600001,0.2222222222222222,0.1875,0.2727272727272727,0.3703703703703703,0.3125,0.45454545454545453,0.08695652173913043,0.07142857142857142,0.1111111111111111,0.2608695652173913,0.21428571428571427,0.3333333333333333,SALAMI,SALAMI_1026
16,0.5660273828745788,5.081882681000025,6.834757052999976,10.334441942499993,13.83412683200001,0.1904761904761905,0.2,0.18181818181818182,0.28571428571428564,0.3,0.2727272727272727,0.0,0.0,0.0,0.11764705882352941,0.125,0.1111111111111111,SALAMI,SALAMI_1028
17,,,,,,,,,,,,,,,,,,,
18,0.5223817198902911,2.7295523839999873,4.55458054755,3.4365533615799997,4.8328577025499975,0.17391304347826086,0.2222222222222222,0.14285714285714285,0.34782608695652173,0.4444444444444444,0.2857142857142857,0.0,0.0,0.0,0.2105263157894737,0.2857142857142857,0.16666666666666666,SALAMI,SALAMI_1032
