,D,DevE2R,DevR2E,DevtE2R,DevtR2E,HitRate_0.5F,HitRate_0.5P,HitRate_0.5R,HitRate_3F,HitRate_3P,HitRate_3R,HitRate_t0.5F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t3F,HitRate_t3P,HitRate_t3R,PWF,PWP,PWR,Sf,So,Su,ds_name,track_id
0,0.6984260650331127,0.5279535156000037,0.5256846350000046,0.5328501541000037,0.5302223962000028,0.34782608695652173,0.3333333333333333,0.36363636363636365,0.9565217391304348,0.9166666666666666,1.0,0.2105263157894737,0.2,0.2222222222222222,0.9473684210526316,0.9,1.0,0.4613870039157943,0.6618923335853844,0.3541156634807619,0.5703520524566729,0.46631488430313217,0.7341430054824728,Epiphyte,Epiphyte_0001_12step
1,0.6119861621732047,0.3172527264806897,0.09070182739567656,0.5609402495850029,0.25339174208498694,0.6153846153846153,0.5714285714285714,0.6666666666666666,0.923076923076923,0.8571428571428571,1.0,0.5454545454545454,0.5,0.6,0.9090909090909091,0.8333333333333334,1.0,0.6718907468209513,0.5172241614840173,0.958518456093039,0.7438372990970059,0.9091680346478114,0.6293847085490425,Epiphyte,Epiphyte_0002_13stepstonowhere
2,0.6563310175193153,0.11789707599999133,0.11680928899999543,0.11789707599999133,0.11680928899999543,0.9655172413793104,0.9333333333333333,1.0,0.9655172413793104,0.9333333333333333,1.0,0.9600000000000001,0.9230769230769231,1.0,0.9600000000000001,0.9230769230769231,1.0,0.7894718287988692,0.987097871054272,0.6577785361719031,0.7936567768621413,0.6807884836713334,0.9513878934613837,Epiphyte,Epiphyte_0003_6foot7foot
3,0.6208945998449146,0.41320370539999374,0.42708697699998766,0.43197675814999315,0.43686653929999864,0.7826086956521738,0.75,0.8181818181818182,0.9565217391304348,0.9166666666666666,1.0,0.7368421052631577,0.7,0.7777777777777778,0.9473684210526316,0.9,1.0,0.41970706619587905,0.5321338645041552,0.3465001139225696,0.5405910965909971,0.4763290413796921,0.6248965519221714,Epiphyte,Epiphyte_0004_abc
4,0.7045254126423005,0.11446536649999928,0.11062374289999966,0.11446536649999928,0.11062374289999966,0.923076923076923,0.8571428571428571,1.0,0.923076923076923,0.8571428571428571,1.0,0.9090909090909091,0.8333333333333334,1.0,0.9090909090909091,0.8333333333333334,1.0,0.5834131000896063,0.6174931346736392,0.5528981256156208,0.7165356617017848,0.7037918707274016,0.7297494755679379,Epiphyte,Epiphyte_0005_again
5,0.6925531701694791,0.12462329200000255,0.12231510169999993,0.12462329200000255,0.12231510169999993,0.9090909090909091,0.8333333333333334,1.0,0.9090909090909091,0.8333333333333334,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.649765765864663,0.6330558801273807,0.6673817020472939,0.7683808439810275,0.7785112520766149,0.7585106939300397,Epiphyte,Epiphyte_0006_aint2proud2beg
6,0.6083659238943623,0.2562195046449982,0.25283359329999655,0.29144308299499744,0.25960541598999987,0.7368421052631577,0.7,0.7777777777777778,0.9473684210526316,0.9,1.0,0.6666666666666666,0.625,0.7142857142857143,0.9333333333333333,0.875,1.0,0.6776747189090916,0.9903616202323926,0.5150560562457565,0.7636491394874739,0.6317232441878983,0.9652210298660812,Epiphyte,Epiphyte_0007_allthethingsthatgo
7,0.6269784838845341,0.14875517006802852,0.13554608103402188,0.2962268160000008,0.209281904000008,0.9655172413793104,0.9333333333333333,1.0,0.9655172413793104,0.9333333333333333,1.0,0.9600000000000001,0.9230769230769231,1.0,0.9600000000000001,0.9230769230769231,1.0,0.45197702290287417,0.5932507087023298,0.36504667668140667,0.6047025117180128,0.5385309470996832,0.6894136719342371,Epiphyte,Epiphyte_0008_america
8,0.6627100062436074,0.5480955225849988,0.40095233916999984,0.7929260869999979,0.6952387059999978,0.5217391304347826,0.5,0.5454545454545454,0.9565217391304348,0.9166666666666666,1.0,0.4210526315789474,0.4,0.4444444444444444,0.9473684210526316,0.9,1.0,0.6841579157687254,0.6777461243954707,0.69069218283432,0.7602764300398328,0.7418112433651867,0.7796843552993535,Epiphyte,Epiphyte_0009_americanmusic
9,0.6459679434048664,0.33587982800000304,0.2951877644999996,0.33601856699999644,0.33594919749999974,0.6060606060606061,0.5882352941176471,0.625,0.9696969696969697,0.9411764705882353,1.0,0.5517241379310344,0.5333333333333333,0.5714285714285714,0.9655172413793104,0.9333333333333333,1.0,0.7341734354372774,0.5844512014760489,0.987025430778286,0.8595090674079513,0.9742330023433803,0.7689579547329838,Epiphyte,Epiphyte_0010_andjusticeforall
