,D,DevE2R,DevR2E,DevtE2R,DevtR2E,HitRate_0.5F,HitRate_0.5P,HitRate_0.5R,HitRate_3F,HitRate_3P,HitRate_3R,HitRate_t0.5F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t3F,HitRate_t3P,HitRate_t3R,PWF,PWP,PWR,Sf,So,Su,ds_name,track_id
79,0.6130031179228494,0.17145403944105908,0.17145403944105908,0.19902189660000502,0.19902189660000502,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.8000000000000002,0.8,0.8,1.0,1.0,1.0,0.6262594258918953,0.5952000963594206,0.6607387598194886,0.6921150147409424,0.7048637592561007,0.6798192458522081,Isophonics,Isophonics_08_-_Because
80,0.6116441898549713,0.6040729065000079,0.587275604200002,0.6109201356500016,0.606992493000007,0.2608695652173913,0.25,0.2727272727272727,0.9565217391304348,0.9166666666666666,1.0,0.10526315789473685,0.1,0.1111111111111111,0.9473684210526316,0.9,1.0,0.5595239205083983,0.8978716613807273,0.4063847171250717,0.6623545212225501,0.5407844935434365,0.8544339078734681,Isophonics,Isophonics_08_-_Eight_Days_a_Week
81,0.5936920830097703,0.44347009300000195,0.424,0.7495418624899983,0.7495418624899983,0.5384615384615384,0.5384615384615384,0.5384615384615384,1.0,1.0,1.0,0.45454545454545453,0.45454545454545453,0.45454545454545453,1.0,1.0,1.0,0.42279360212390044,0.5220887011128041,0.3552325672724988,0.5414935309259081,0.48409617670805893,0.6143324851556009,Isophonics,Isophonics_08_-_Good_Day_Sunshine
82,0.5743926646719121,0.6679873049999969,0.6479517365500058,0.68404516599999,0.6760162354999935,0.32,0.3076923076923077,0.3333333333333333,0.9600000000000001,0.9230769230769231,1.0,0.1904761904761905,0.18181818181818182,0.2,0.9523809523809523,0.9090909090909091,1.0,0.6005093316058836,0.6011830118393391,0.5998371595223346,0.6922921583021887,0.7086188253719597,0.6767008846113305,Isophonics,Isophonics_08_-_I've_Got_A_Feeling
83,0.658544411572794,0.7401721725000012,0.5748322753999955,0.7488430785999896,0.7445076255499954,0.380952380952381,0.36363636363636365,0.4,0.9523809523809523,0.9090909090909091,1.0,0.23529411764705882,0.2222222222222222,0.25,0.9411764705882353,0.8888888888888888,1.0,0.7280759115930381,0.8395775358123377,0.6427185090663435,0.7960241893761735,0.7617537633535648,0.8335234511383882,Isophonics,Isophonics_08_-_Love_Me_Do
84,0.6925531701694791,0.45980889890000043,0.4381969604500011,0.46024456790000556,0.460026733400003,0.8,0.7692307692307693,0.8333333333333334,0.9600000000000001,0.9230769230769231,1.0,0.761904761904762,0.7272727272727273,0.8,0.9523809523809523,0.9090909090909091,1.0,0.5339438377213336,0.6806474406375811,0.439266390513217,0.6929985323100644,0.6377982640511717,0.758659082402608,Isophonics,Isophonics_08_-_Roll_Over_Beethoven
85,0.6130031179228494,0.3901493837999972,0.3253546144999981,0.5690238647499974,0.5690238647499974,0.5833333333333334,0.5833333333333334,0.5833333333333334,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.7003945521547854,0.8228141833723237,0.6096846754469095,0.7224547703199975,0.652121964637559,0.8097927177415769,Isophonics,Isophonics_08_-_Strawberry_Fields_Forever
86,0.6671229004681977,0.20939160199999662,0.20914660649999206,0.2122789000999994,0.210835251049998,0.8799999999999999,0.8461538461538461,0.9166666666666666,0.9600000000000001,0.9230769230769231,1.0,0.8571428571428572,0.8181818181818182,0.9,0.9523809523809523,0.9090909090909091,1.0,0.812369621236911,0.9471765600083458,0.7111545270017747,0.8488174601009588,0.7957680551829064,0.9094450761253459,Isophonics,Isophonics_08_-_What_Goes_On
87,0.641802303044261,0.37283331309998147,0.1667659911999948,0.7009876671999841,0.5789006349999681,0.5217391304347826,0.5,0.5454545454545454,0.9565217391304348,0.9166666666666666,1.0,0.4210526315789474,0.4,0.4444444444444444,0.9473684210526316,0.9,1.0,0.5731379905562133,0.7556021016680298,0.46165639942060427,0.717936286377045,0.628157923428063,0.8376569244251291,Isophonics,Isophonics_08_-_Within_You_Without_You
88,0.6515903380233453,0.5180522460999981,0.5137731018000036,0.5216823119999958,0.519867279049997,0.32,0.3076923076923077,0.3333333333333333,0.9600000000000001,0.9230769230769231,1.0,0.1904761904761905,0.18181818181818182,0.2,0.9523809523809523,0.9090909090909091,1.0,0.5443749913376115,0.5572435475450026,0.53208737259067,0.6034420536760334,0.5972476261232365,0.6097663204135253,Isophonics,Isophonics_09_-_And_Your_Bird_Can_Sing
89,0.6468598093877607,0.40119417575000327,0.22195129400000724,0.5821367416499932,0.5804370574999993,0.5185185185185186,0.5,0.5384615384615384,0.962962962962963,0.9285714285714286,1.0,0.43478260869565216,0.4166666666666667,0.45454545454545453,0.9565217391304348,0.9166666666666666,1.0,0.43927439718955397,0.4012035971203351,0.4853278737323958,0.6023266883365648,0.6250296845497585,0.5812151697571663,Isophonics,Isophonics_09_-_Girl
90,0.6430614827146929,0.5201999511999986,0.5087377625000009,0.5202446290000182,0.5202446290000182,0.36363636363636365,0.36363636363636365,0.36363636363636365,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,1.0,1.0,1.0,0.514437431017207,0.8133968983121183,0.37617603827591745,0.5300825175223882,0.4067668664788452,0.7606952903576976,Isophonics,Isophonics_09_-_Hold_Me_Tight
91,0.633455167733578,0.3250793218650001,0.37483661461000006,0.4164930732550005,0.5073437650500026,0.6,0.6,0.6,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.6589169524786308,0.7451966695377548,0.5905431908881174,0.7218464505651362,0.6648216376882827,0.7895716460399046,Isophonics,Isophonics_09_-_I'll_Cry_Instead
92,0.630221831033065,0.2616284180000008,0.2616284180000008,0.2762086789999927,0.2762086789999927,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,0.7727258836711826,0.8806266433716617,0.6883805133463704,0.8087702219360036,0.761653891444501,0.8621002176574311,Isophonics,Isophonics_09_-_It's_Only_Love
