,D,DevE2R,DevR2E,DevtE2R,DevtR2E,HitRate_0.5F,HitRate_0.5P,HitRate_0.5R,HitRate_3F,HitRate_3P,HitRate_3R,HitRate_t0.5F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t3F,HitRate_t3P,HitRate_t3R,ds_name,track_id
0,0.4703750827786753,9.135019572399997,0.7559625016000098,12.617130767999981,0.8933393920000015,0.13793103448275865,0.1,0.2222222222222222,0.48275862068965514,0.35,0.7777777777777778,0.0,0.0,0.0,0.4,0.2777777777777778,0.7142857142857143,SALAMI,SALAMI_10
1,0.6023448934339364,6.464204488999997,0.5357709752040842,14.8890692969,1.5189253289700053,0.30769230769230765,0.2222222222222222,0.5,0.6153846153846153,0.4444444444444444,1.0,0.0,0.0,0.0,0.4444444444444445,0.2857142857142857,1.0,SALAMI,SALAMI_100
2,0.4703750827786752,5.630314793099988,3.241881524400002,10.568887075000049,4.14714050454999,0.11764705882352941,0.1,0.14285714285714285,0.3529411764705882,0.3,0.42857142857142855,0.0,0.0,0.0,0.26666666666666666,0.2222222222222222,0.3333333333333333,SALAMI,SALAMI_1000
3,0.46094764477439354,5.854448594000019,2.7478680330000316,11.571537554999992,3.699028959000003,0.125,0.09523809523809523,0.18181818181818182,0.37499999999999994,0.2857142857142857,0.5454545454545454,0.0,0.0,0.0,0.2857142857142857,0.21052631578947367,0.4444444444444444,SALAMI,SALAMI_1002
4,0.4703750827786753,2.3451632889999985,2.233856004299998,2.6506898994999943,2.6325071922899976,0.15789473684210525,0.16666666666666666,0.15,0.5789473684210527,0.6111111111111112,0.55,0.058823529411764705,0.0625,0.05555555555555555,0.5294117647058824,0.5625,0.5,SALAMI,SALAMI_1004
5,0.4803184191980354,1.8086168064,2.4120193573000037,2.3024504867000033,3.9310167189999987,0.23529411764705882,0.26666666666666666,0.21052631578947367,0.5882352941176471,0.6666666666666666,0.5263157894736842,0.13333333333333333,0.15384615384615385,0.11764705882352941,0.5333333333333333,0.6153846153846154,0.47058823529411764,SALAMI,SALAMI_1006
6,0.4578304608590672,22.08755113799998,1.878349547499997,25.541954040500002,5.155390051749997,0.14285714285714288,0.1,0.25,0.28571428571428575,0.2,0.5,0.0,0.0,0.0,0.16666666666666666,0.1111111111111111,0.3333333333333333,SALAMI,SALAMI_1008
7,0.5098953459681937,0.9589122229999987,0.9017124475749991,1.3326604650000036,1.1457863440000011,0.2758620689655172,0.26666666666666666,0.2857142857142857,0.689655172413793,0.6666666666666666,0.7142857142857143,0.16,0.15384615384615385,0.16666666666666666,0.64,0.6153846153846154,0.6666666666666666,SALAMI,SALAMI_1010
8,0.49821512321568356,1.4297209895000123,0.557278911,2.0853025514999928,1.4507482799999991,0.2580645161290323,0.25,0.26666666666666666,0.6451612903225806,0.625,0.6666666666666666,0.14814814814814817,0.14285714285714285,0.15384615384615385,0.5925925925925927,0.5714285714285714,0.6153846153846154,SALAMI,SALAMI_1012
9,0.5098953459681937,4.121557285000051,1.1999928937450026,7.526578139999998,2.7098651432450005,0.14814814814814814,0.13333333333333333,0.16666666666666666,0.5185185185185186,0.4666666666666667,0.5833333333333334,0.0,0.0,0.0,0.4347826086956522,0.38461538461538464,0.5,SALAMI,SALAMI_1014
10,0.48765459385152204,3.7025583470599797,0.6664373778999959,6.697814819499996,1.0599663489999926,0.28571428571428575,0.25,0.3333333333333333,0.5714285714285715,0.5,0.6666666666666666,0.1935483870967742,0.16666666666666666,0.23076923076923078,0.5161290322580646,0.4444444444444444,0.6153846153846154,SALAMI,SALAMI_1016
11,0.4543529890866587,7.769890105000002,0.5197522034999977,7.796390432999999,1.2842578024999938,0.22857142857142854,0.17391304347826086,0.3333333333333333,0.5142857142857143,0.391304347826087,0.75,0.12903225806451613,0.09523809523809523,0.2,0.45161290322580644,0.3333333333333333,0.7,SALAMI,SALAMI_1018
12,0.49821512321568356,2.6749041055999925,2.628542733499998,2.7851207500000044,2.7300124277999984,0.19354838709677422,0.2,0.1875,0.5806451612903225,0.6,0.5625,0.07407407407407408,0.07692307692307693,0.07142857142857142,0.5185185185185186,0.5384615384615384,0.5,SALAMI,SALAMI_1020
13,0.4768986742378572,3.837960506250006,2.0207311412500104,5.976970516000009,3.017692428250008,0.2,0.16666666666666666,0.25,0.4666666666666666,0.3888888888888889,0.5833333333333334,0.07692307692307693,0.0625,0.1,0.38461538461538464,0.3125,0.5,SALAMI,SALAMI_1022
14,0.5370888344748731,1.290556805150004,0.6461926190000042,2.198115683650002,2.461310376,0.3225806451612903,0.35714285714285715,0.29411764705882354,0.5806451612903226,0.6428571428571429,0.5294117647058824,0.22222222222222224,0.25,0.2,0.5185185185185186,0.5833333333333334,0.4666666666666667,SALAMI,SALAMI_1024
15,0.4352876407284042,7.996782384295006,0.6578508660000182,8.598105627600006,1.1202112080000006,0.17142857142857143,0.125,0.2727272727272727,0.4571428571428572,0.3333333333333333,0.7272727272727273,0.06451612903225805,0.045454545454545456,0.1111111111111111,0.3870967741935484,0.2727272727272727,0.6666666666666666,SALAMI,SALAMI_1026
16,0.43751719357382374,11.799814183999999,4.143840015999984,13.001670939999997,4.881159422899998,0.16666666666666666,0.12,0.2727272727272727,0.2222222222222222,0.16,0.36363636363636365,0.0625,0.043478260869565216,0.1111111111111111,0.125,0.08695652173913043,0.2222222222222222,SALAMI,SALAMI_1028
17,,,,,,,,,,,,,,,,,,,
18,0.5403026083468738,0.46835736884999335,0.46835736884999335,0.8707235247500051,1.429297161400008,0.4615384615384615,0.5,0.42857142857142855,0.8461538461538461,0.9166666666666666,0.7857142857142857,0.3636363636363636,0.4,0.3333333333333333,0.8181818181818182,0.9,0.75,SALAMI,SALAMI_1032
19,0.4728949037454486,10.527144850999974,3.108731404000018,10.737282597999979,5.833696682850004,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.358974358974359,0.3333333333333333,0.3888888888888889,0.05714285714285714,0.05263157894736842,0.0625,0.2857142857142857,0.2631578947368421,0.3125,SALAMI,SALAMI_1034
20,0.5223817198902911,1.72420627855,0.4073717730500057,2.3286741157499957,1.6365759635,0.30769230769230765,0.2857142857142857,0.3333333333333333,0.6923076923076924,0.6428571428571429,0.75,0.1818181818181818,0.16666666666666666,0.2,0.6363636363636365,0.5833333333333334,0.7,SALAMI,SALAMI_1036
