,D,DevE2R,DevR2E,DevtE2R,DevtR2E,HitRate_0.5F,HitRate_0.5P,HitRate_0.5R,HitRate_3F,HitRate_3P,HitRate_3R,HitRate_t0.5F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t3F,HitRate_t3P,HitRate_t3R,PWF,PWP,PWR,Sf,So,Su,ds_name,track_id
966,0.600829401078392,0.4267560015000029,0.4233971605000022,0.4380494125449985,0.4380494125449985,0.7857142857142857,0.7857142857142857,0.7857142857142857,1.0,1.0,1.0,0.75,0.75,0.75,1.0,1.0,1.0,0.4689103609471439,0.6117178387006555,0.38016064708195246,0.5374349756801554,0.4567219896879938,0.6527991856788611,Epiphyte,Epiphyte_0863_pleasedontleavemedigi
967,0.616565506862709,0.4317125178500163,0.2713516189599998,0.4360160763500005,0.43558955570000535,0.7741935483870969,0.75,0.8,0.967741935483871,0.9375,1.0,0.7407407407407408,0.7142857142857143,0.7692307692307693,0.962962962962963,0.9285714285714286,1.0,0.6590677177119789,0.7095438326257961,0.6152962641298567,0.7555681480044135,0.7518600964541456,0.7593129558434417,Epiphyte,Epiphyte_0864_pleasedontleavememain
968,0.6792770822664929,0.4927198472999983,0.4906759459999961,0.4932844612999965,0.4932844612999965,0.6428571428571429,0.6428571428571429,0.6428571428571429,1.0,1.0,1.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,1.0,1.0,1.0,0.6621302867016933,0.8612895302882576,0.5377778707208432,0.7752447486223065,0.7084539377565747,0.8559400904768071,Epiphyte,Epiphyte_0865_pocketfulofsunshine
969,0.6133335889094153,0.5043548579999992,0.4709838869999885,0.5046295170000121,0.5046295170000121,0.47619047619047616,0.47619047619047616,0.47619047619047616,1.0,1.0,1.0,0.42105263157894735,0.42105263157894735,0.42105263157894735,1.0,1.0,1.0,0.5034660642576074,0.43851158047018257,0.5910092500215547,0.6502619424774865,0.7032622628067275,0.6046903486716548,Epiphyte,Epiphyte_0866_pokerfacedave
970,0.6459679434048664,0.5078898780000003,0.5075818716000029,0.5215094030000103,0.5215094030000103,0.29411764705882354,0.29411764705882354,0.29411764705882354,1.0,1.0,1.0,0.20000000000000004,0.2,0.2,1.0,1.0,1.0,0.7719121908631776,0.7531126164721003,0.7916743628850528,0.7539208219138156,0.7596831715931399,0.7482452313124506,Epiphyte,Epiphyte_0867_pokerfacedos
971,0.600829401078392,0.7954520876500002,0.7915148548499928,0.8029252193000023,0.8029252193000023,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,0.5400997439753454,0.6613542470911726,0.4564186886953043,0.6318183566767996,0.5627849555946689,0.7201554355758892,Epiphyte,Epiphyte_0868_puton
972,0.6552657798162455,0.17484672449545258,0.0809974670000031,0.20958358799998678,0.19803680499998677,0.8372093023255814,0.8181818181818182,0.8571428571428571,0.9767441860465117,0.9545454545454546,1.0,0.8205128205128205,0.8,0.8421052631578947,0.9743589743589743,0.95,1.0,0.44257542983428005,0.32917113714900886,0.6751874129449265,0.5945619449783307,0.7280631469798294,0.5024333252033772,Epiphyte,Epiphyte_0869_raiseyourweapon
973,0.7125249109010776,0.5937024650000069,0.5877424021000017,0.5983586410000044,0.5983586410000044,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.0,0.0,0.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.5584752044583292,0.4425492208158106,0.7566907018524698,0.6944504723349949,0.7968101655321073,0.6153956234666609,Epiphyte,Epiphyte_0870_ratedr
974,0.6996464823269056,0.04130562599999621,0.04115603099999987,0.04130562599999621,0.04115603099999987,0.8648648648648649,0.8421052631578947,0.8888888888888888,0.972972972972973,0.9473684210526315,1.0,0.8484848484848485,0.8235294117647058,0.875,0.9696969696969697,0.9411764705882353,1.0,0.46670937018350434,0.5377896937888741,0.4122250761394741,0.6084536020890892,0.5665285777706517,0.65707971583986,Epiphyte,Epiphyte_0871_rayoflight
975,0.7047580644013356,0.4271437149999997,0.4245462400000122,0.43835402870000095,0.43835402870000095,0.8461538461538461,0.8461538461538461,0.8461538461538461,1.0,1.0,1.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,1.0,1.0,1.0,0.9257905098637953,0.8840248825804436,0.9716982527995455,0.9020288495719483,0.9301487330672329,0.8755592921629438,Epiphyte,Epiphyte_0872_readyfortheweekend
976,0.683617709442954,0.044397889749996367,0.044397889749996367,0.044397889749996367,0.044397889749996367,0.75,0.75,0.75,1.0,1.0,1.0,0.7,0.7,0.7,1.0,1.0,1.0,0.6811977912143189,0.9471172435985602,0.5318669884406204,0.7926674142217895,0.696962113042182,0.9188405770311225,Epiphyte,Epiphyte_0873_readyornot
977,0.6171881121618785,0.12090960400000483,0.11890052855000732,0.12090960400000483,0.11890052855000732,0.7272727272727272,0.7058823529411765,0.75,0.9696969696969697,0.9411764705882353,1.0,0.689655172413793,0.6666666666666666,0.7142857142857143,0.9655172413793104,0.9333333333333333,1.0,0.6122294817497624,0.4961166557329597,0.7993004787706774,0.7570613291458305,0.8607269310349945,0.675682413742008,Epiphyte,Epiphyte_0874_realize
978,0.6130031179228494,0.5724703930499935,0.5719811200999985,0.5834131219999961,0.5729596659999885,0.17391304347826086,0.16666666666666666,0.18181818181818182,0.9565217391304348,0.9166666666666666,1.0,0.0,0.0,0.0,0.9473684210526316,0.9,1.0,0.45227340808570876,0.7958436976758608,0.315898299892786,0.6243851676038965,0.5037221130708114,0.8210656006834303,Epiphyte,Epiphyte_0875_redbelt
979,0.6679711772649065,0.11134286500001167,0.10361592870000891,0.11134286500001167,0.10767846300001338,0.7272727272727272,0.7058823529411765,0.75,0.9696969696969697,0.9411764705882353,1.0,0.689655172413793,0.6666666666666666,0.7142857142857143,0.9655172413793104,0.9333333333333333,1.0,0.5276765990411811,0.4581257401198219,0.6221252174974816,0.7079955263503798,0.7663265196175489,0.6579164551778323,Epiphyte,Epiphyte_0876_rehab
